FOV_file,Event_time,Cell_number,slip_area
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,185,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,186,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,258,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,259,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,260,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,261,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,403,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,404,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,405,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,406,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,407,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,557,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,558,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,559,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,560,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,561,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,628,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,629,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,630,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,631,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,875,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,876,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,877,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,878,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,879,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,986,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,987,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,988,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,989,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,990,226,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,551,227,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,552,227,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,553,227,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,554,227,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,555,227,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,556,227,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,557,227,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,558,227,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,879,228,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,880,228,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,881,228,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,882,228,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,883,228,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,484,229,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,485,229,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,870,229,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,871,229,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,872,229,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,873,229,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,874,229,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,875,229,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,876,229,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,877,229,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,419,230,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,420,230,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,435,230,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,436,230,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,493,230,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,921,231,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,922,231,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,923,231,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,924,231,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,317,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,484,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,485,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,486,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,487,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,488,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,869,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,870,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,871,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,872,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,874,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,875,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,876,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,877,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,993,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,994,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,995,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,996,232,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,16,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,17,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,18,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,19,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,20,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,21,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,22,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,23,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,27,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,28,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,29,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,30,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,31,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,32,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,33,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,34,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,86,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,87,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,88,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,89,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,90,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,91,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,92,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,93,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,94,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,147,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,148,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,149,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,150,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,151,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,152,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,192,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,193,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,194,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,195,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,196,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,197,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,198,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,199,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,293,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,294,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,295,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,296,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,297,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,298,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,299,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,300,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,301,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,302,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,303,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,304,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,305,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,306,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,307,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,308,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,309,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,317,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,318,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,363,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,364,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,365,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,366,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,367,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,415,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,416,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,417,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,418,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,419,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,420,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,421,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,422,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,423,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,424,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,425,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,426,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,427,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,428,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,429,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,432,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,433,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,434,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,435,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,436,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,437,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,438,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,439,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,440,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,513,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,514,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,515,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,516,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,517,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,518,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,519,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,590,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,591,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,592,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,593,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,594,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,595,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,596,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,597,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,610,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,611,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,612,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,613,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,614,233,slip3_area4
cancer_cancer20220310_slip3_area4_long_acq_cancer20220310_slip3_area4_long_acq_blue_0.112_green_0.0673_L468_1_data,668,233,slip3_area4
